Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2699,NBA Live 06,X360,2005,Sports,Electronic Arts,0.27,0,0,0.02,0.29
2700,Guitar Hero: Van Halen,Wii,2009,Misc,Activision,0.14,0.12,0,0.03,0.29
2701,J-League Victory Goal '96,SAT,1996,Sports,Sega,0,0,0.29,0,0.29
2702,Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.13,0.13,0.01,0.03,0.29
2703,Dolphin,2600,1983,Action,Activision,0.27,0.02,0,0,0.29
2704,Imagine: Fashion Designer World Tour,DS,2009,Simulation,Ubisoft,0.27,0,0,0.02,0.29
2705,The Smurfs: Dance Party,Wii,2011,Misc,Ubisoft,0.22,0.04,0,0.02,0.29
2706,Angry Birds Star Wars,X360,2013,Strategy,Activision,0.16,0.11,0,0.03,0.29
2707,CSI: Deadly Intent,Wii,2009,Adventure,Ubisoft,0.13,0.13,0,0.03,0.29
2708,Ford Mustang: The Legend Lives,PS2,2005,Racing,Take-Two Interactive,0.14,0.11,0,0.04,0.29
2709,FIFA Soccer 13,3DS,2012,Action,Electronic Arts,0.06,0.2,0,0.03,0.29
2710,The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0,0.29
2711,Ken Griffey Jr.'s Slugfest,N64,1999,Sports,Nintendo,0.23,0.06,0,0,0.29
2712,Supercross 2000,N64,1999,Racing,Electronic Arts,0.23,0.06,0,0,0.29
2713,The Lord of the Rings: The Third Age,GC,2004,Role-Playing,Electronic Arts,0.22,0.06,0,0.01,0.29
2714,Sonic Boom: Shattered Crystal,3DS,2014,Action,Sega,0.17,0.09,0,0.03,0.29
2715,Just Dance Wii 2,Wii,2012,Misc,Nintendo,0,0,0.29,0,0.29
2716,Madden NFL 08,XB,2007,Sports,Electronic Arts,0.22,0.06,0,0.01,0.29
2717,Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0,0.01,0.29
2718,Transformers: Dark of the Moon,X360,2011,Action,Activision,0.13,0.13,0,0.03,0.29
2719,"Sakura Wars 4: Koi Seyo,Otome",DC,2002,Adventure,Sega,0,0,0.29,0,0.29
2720,"Sakura Wars: So Long, My Love",PS2,2005,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29
2721,The Urbz: Sims In the City (US weekly sales),DS,2004,Simulation,Electronic Arts,0.27,0,0,0.02,0.29
2722,Feel the Magic XY/XX,DS,2004,Puzzle,Sega,0.17,0,0.1,0.02,0.29
2723,Trivial Pursuit,PS3,2009,Misc,Electronic Arts,0.12,0.12,0,0.05,0.29
2724,Sonic & All-Stars Racing Transformed,3DS,2012,Racing,Sega,0.12,0.15,0,0.02,0.29
2725,Shrek the Third,Wii,2007,Action,Activision,0.26,0.01,0,0.02,0.29
2726,Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.03,0.29
2727,Surf's Up,PS2,2007,Sports,Ubisoft,0.14,0.11,0,0.04,0.29
2728,Rayman 3: Hoodlum Havoc,PS2,2003,Platform,Ubisoft,0.14,0.11,0,0.04,0.29
2729,Wappy Dog,DS,2011,Simulation,Activision,0.27,0,0,0.02,0.29
2730,NASCAR 08,X360,2007,Racing,Electronic Arts,0.26,0,0,0.02,0.29
2731,World of Warcraft: Legion,PC,2016,Role-Playing,Activision,0.14,0.12,0,0.02,0.29
2732,Family Guy: Back to the Multiverse,PS3,2012,Action,Activision,0.12,0.12,0,0.05,0.29
2733,PGA Tour 97,PS,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29
2734,Battle & Get! Pokemon Typing DS,DS,2011,Misc,Nintendo,0,0,0.29,0,0.29
2735,Kung Zhu,DS,2010,Action,Activision,0.26,0,0,0.02,0.29
2736,Tales of Phantasia,GBA,2003,Role-Playing,Nintendo,0.08,0.03,0.17,0.01,0.29
2737,The Golden Compass,PS3,2007,Action,Sega,0.14,0.1,0,0.05,0.29
2738,Ice Age: Dawn of the Dinosaurs,Wii,2009,Action,Activision,0.11,0.14,0,0.03,0.28
2739,Monster 4x4: Masters of Metal,PS2,2003,Racing,Ubisoft,0.14,0.11,0,0.04,0.28
2740,Disney's Extreme Skate Adventure,GBA,2003,Sports,Activision,0.2,0.08,0,0.01,0.28
2741,Tigger's Honey Hunt,PS,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28
2742,The Warriors,XB,2005,Action,Take-Two Interactive,0.21,0.06,0,0.01,0.28
2743,Monopoly Streets,X360,2010,Misc,Electronic Arts,0.16,0.1,0,0.03,0.28
2744,NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.24,0.02,0,0.02,0.28
2745,Street Hoops,XB,2002,Sports,Activision,0.21,0.06,0,0.01,0.28
2746,X-Men: Reign of Apocalypse,GBA,2001,Action,Activision,0.2,0.08,0,0.01,0.28
2747,Tony Hawk: Shred,PS3,2010,Sports,Activision,0.18,0.07,0,0.04,0.28
2748,Fantastic 4: Flame On,GBA,2005,Action,Activision,0.2,0.08,0,0.01,0.28
2749,Chromehounds,X360,2006,Simulation,Sega,0.24,0,0.01,0.02,0.28
2750,Marvel Nemesis: Rise of the Imperfects,XB,2005,Fighting,Electronic Arts,0.21,0.06,0,0.01,0.28
2751,Assassin's Creed II: Discovery,DS,2009,Action,Ubisoft,0.15,0.11,0,0.03,0.28
2752,Final Fantasy VI Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.28,0.01,0.28
2753,Triple Play 2000,N64,1999,Sports,Electronic Arts,0.27,0.01,0,0,0.28
2754,Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0,0.02,0.28
2755,Harry Potter and the Sorcerer's Stone,PS2,2003,Action,Electronic Arts,0.14,0.11,0,0.04,0.28
2756,Mega Man: Dr. Wily's Revenge,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28
2757,Mega Man II,GB,1991,Platform,Nintendo,0,0,0.28,0,0.28
2758,Surf's Up,DS,2007,Sports,Ubisoft,0.26,0,0,0.02,0.28
2759,Army of Two: The Devil's Cartel,PS3,2013,Shooter,Electronic Arts,0.11,0.11,0.01,0.05,0.28
2760,Guitar Hero Live,PS3,2015,Misc,Activision,0.09,0.14,0,0.05,0.28
2761,Sing Party,WiiU,2012,Misc,Nintendo,0.13,0.12,0,0.02,0.28
2762,Shrek: Ogres & Dronkeys,DS,2007,Simulation,Activision,0.26,0,0,0.02,0.28
2763,Monopoly,DS,2010,Misc,Electronic Arts,0.16,0.1,0,0.03,0.28
2764,Virtua Fighter 5 Online,X360,2007,Fighting,Sega,0.2,0.03,0.03,0.02,0.28
2765,Disney's Treasure Planet,GBA,2002,Action,Ubisoft,0.2,0.07,0,0.01,0.28
2766,NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01,0.28
2767,Shadows of the Damned,PS3,2011,Action,Electronic Arts,0.11,0.09,0.04,0.04,0.28
2768,Just Dance 2015,PS3,2014,Misc,Ubisoft,0.12,0.11,0,0.05,0.28
2769,Cabela's Big Game Hunter 2012,X360,2011,Sports,Activision,0.24,0.02,0,0.02,0.28
2770,Moshi Monsters: Moshlings Theme Park,3DS,2012,Misc,Activision,0.13,0.13,0,0.03,0.28
2771,Over the Hedge,DS,2006,Platform,Activision,0.25,0.01,0,0.02,0.28
2772,iCarly 2: iJoin The Click!,DS,2010,Adventure,Activision,0.26,0.01,0,0.02,0.28
2773,The Warriors,PSP,2007,Action,Take-Two Interactive,0.23,0.02,0,0.03,0.28
2774,Civilization II,PS,1998,Strategy,Activision,0.15,0.11,0,0.02,0.28
2775,Guitar Hero: Van Halen,PS3,2009,Misc,Activision,0.14,0.09,0,0.04,0.28
2776,Madagascar,XB,2005,Platform,Activision,0.21,0.06,0,0.01,0.28
2777,Transformers: Cybertron Adventures,Wii,2010,Action,Activision,0.15,0.1,0,0.03,0.28
2778,Indiana Jones and the Staff of Kings,PS2,2009,Action,Activision,0.11,0.01,0,0.16,0.28
2779,Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0,0.02,0.28
2780,SimCity 2000,SAT,1994,Simulation,Sega,0,0,0.28,0,0.28
2781,Pokemon Box: Ruby & Sapphire,GC,2003,Misc,Nintendo,0,0,0.27,0.01,0.28
2782,Puyo Puyo! 15th Anniversary,DS,2006,Puzzle,Sega,0,0,0.28,0,0.28
2783,FIFA Soccer 07,X360,2006,Sports,Electronic Arts,0.24,0.01,0,0.02,0.28
2784,Mass Effect Trilogy,PC,2012,Action,Electronic Arts,0.09,0.16,0,0.03,0.28
2785,My Japanese Coach,DS,2008,Misc,Ubisoft,0.25,0,0,0.02,0.28
2786,Warpath: Jurassic Park,PS,1998,Fighting,Electronic Arts,0.15,0.1,0,0.02,0.28
2787,True Crime: New York City,XB,2005,Action,Activision,0.21,0.06,0,0.01,0.28
2788,NCAA Basketball 09,PS2,2008,Sports,Electronic Arts,0.14,0.11,0,0.04,0.28
2789,Myst III: Exile,PS2,2002,Adventure,Ubisoft,0.14,0.11,0,0.04,0.28
2790,NBA 2K12,PSP,2011,Sports,Take-Two Interactive,0.22,0.03,0,0.03,0.28
2791,R.U.S.E.,PC,2010,Strategy,Ubisoft,0.04,0.19,0,0.05,0.28
2792,Donkey Kong GB: Dinky Kong & Dixie Kong,GB,2000,Platform,Nintendo,0,0,0.28,0,0.28
2793,ExciteBots: Trick Racing,Wii,2009,Racing,Nintendo,0.26,0,0,0.02,0.28
2794,Deadpool,PS4,2015,Action,Activision,0.13,0.1,0,0.05,0.28
2795,Cabela's Trophy Bucks,PS2,2007,Sports,Activision,0.13,0.11,0,0.04,0.27
2796,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,2007,Misc,Nintendo,0,0,0.27,0,0.27
2797,Q-Ball: Billiards Master,PS2,2000,Sports,Take-Two Interactive,0.13,0.1,0,0.04,0.27
2798,Boogie,DS,2007,Misc,Electronic Arts,0.25,0,0,0.02,0.27
2799,Rapala Pro Bass Fishing 2010,PS3,2010,Sports,Activision,0.18,0.06,0,0.03,0.27
2800,Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02,0.27
2801,Iron Man 2,X360,2010,Action,Sega,0.15,0.1,0,0.03,0.27
2802,Littlest Pet Shop: Beach Friends,DS,2009,Simulation,Electronic Arts,0.25,0,0,0.02,0.27
2803,Trivial Pursuit,PS2,2009,Misc,Electronic Arts,0.09,0.01,0,0.17,0.27
2804,R.U.S.E.,X360,2010,Strategy,Ubisoft,0.12,0.12,0,0.03,0.27
2805,Hatsune Miku: Project Diva f,PS3,2013,Misc,Sega,0.08,0,0.19,0.01,0.27
2806,Beamrider,2600,1984,Racing,Activision,0.26,0.01,0,0,0.27
2807,Baten Kaitos: Eternal Wings and the Lost Ocean,GC,2003,Role-Playing,Nintendo,0.21,0.05,0,0.01,0.27
2808,The Club,X360,2008,Shooter,Sega,0.15,0.1,0,0.02,0.27
2809,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
2810,Rocky: Legends,PS2,2004,Action,Ubisoft,0.13,0.1,0,0.03,0.27
2811,MotionSports: Adrenaline,X360,2011,Sports,Ubisoft,0.14,0.1,0,0.03,0.27
2812,Tiger Woods PGA Tour 07,PSP,2006,Sports,Electronic Arts,0.2,0.04,0,0.04,0.27
2813,Gun,X360,N/A,Shooter,Activision,0.24,0.01,0,0.02,0.27
2814,NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02,0.27
2815,Bridge,2600,1980,Misc,Activision,0.25,0.02,0,0,0.27
2816,The Adventures of Tintin: The Game,PS3,2011,Action,Ubisoft,0.06,0.16,0,0.05,0.27
2817,Over the Hedge,GBA,2006,Platform,Activision,0.19,0.07,0,0,0.27
2818,Battle of Giants: Mutant Insects,DS,2010,Strategy,Ubisoft,0.09,0.15,0,0.03,0.27
2819,Ty the Tasmanian Tiger,GC,2002,Platform,Electronic Arts,0.21,0.05,0,0.01,0.27
2820,NASCAR 06: Total Team Control,XB,2005,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27
2821,Spider-Man: Web of Shadows,PS3,2008,Action,Activision,0.2,0.04,0,0.03,0.27
2822,NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27
2823,Command & Conquer,N64,1999,Strategy,Nintendo,0.22,0.05,0,0,0.27
2824,Call of Juarez: The Cartel,X360,2011,Shooter,Ubisoft,0.14,0.11,0,0.03,0.27
2825,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0,0,0.27,0,0.27
2826,Tales of Eternia,PSP,2005,Role-Playing,Ubisoft,0,0.01,0.25,0.01,0.27
2827,Harry Potter and the Order of the Phoenix,PS2,2007,Action,Electronic Arts,0.13,0.1,0,0.03,0.27
2828,Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.04,0.27
2829,Fantastic 4,XB,2005,Action,Activision,0.2,0.06,0,0.01,0.27
2830,Mat Hoffman's Pro BMX,GBA,2001,Sports,Activision,0.19,0.07,0,0,0.27
2831,The Incredible Hulk,PS3,2008,Action,Sega,0.22,0.03,0,0.03,0.27
2832,Major League Baseball 2K10,Wii,2010,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27
2833,NASCAR 2011: The Game,PS3,2011,Racing,Activision,0.25,0,0,0.02,0.27
2834,Magical Vacation,GBA,2001,Role-Playing,Nintendo,0,0,0.26,0.01,0.27
2835,NBA Live 2004,GC,2003,Sports,Electronic Arts,0.21,0.05,0,0.01,0.27
2836,NASCAR Thunder 2003,XB,2002,Racing,Electronic Arts,0.2,0.06,0,0.01,0.27
2837,Superbike 2000,PS,1999,Racing,Electronic Arts,0.15,0.1,0,0.02,0.27
2838,America's Test Kitchen: Let's Get Cooking,DS,2010,Simulation,Nintendo,0.25,0,0,0.02,0.27
2839,Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu,DS,2010,Strategy,Nintendo,0,0,0.27,0,0.27
2840,Wipeout 2,X360,2011,Misc,Activision,0.25,0,0,0.02,0.27
2841,The Incredible Hulk,X360,2008,Action,Sega,0.22,0.03,0,0.02,0.27
2842,Dora the Explorer: Dora Saves the Crystal Kingdom,Wii,2009,Misc,Take-Two Interactive,0.24,0.01,0,0.02,0.27
2843,Alundra 2: A New Legend Begins,PS,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27
2844,The Sims 2: Pets,GC,2006,Simulation,Electronic Arts,0.21,0.05,0,0.01,0.27
2845,The BIGS,X360,2007,Sports,Take-Two Interactive,0.18,0.08,0,0,0.27
2846,Initial D: Special Stage,PS2,2003,Racing,Sega,0,0,0.27,0,0.27
2847,Madden NFL 08,DS,2007,Sports,Electronic Arts,0.24,0,0,0.02,0.27
2848,Family Feud: 2010 Edition,DS,2009,Misc,Ubisoft,0.25,0,0,0.02,0.27
2849,Knockout Kings 2002,XB,2002,Sports,Electronic Arts,0.2,0.06,0,0.01,0.27
2850,Wipeout 2,DS,2011,Misc,Activision,0.25,0,0,0.02,0.27
2851,NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02,0.27
2852,Teenage Mutant Ninja Turtles: Danger of the Ooze,PS3,2014,Adventure,Activision,0.11,0.11,0,0.05,0.27
2853,Cabela's Big Game Hunter 2010,X360,2009,Sports,Activision,0.25,0,0,0.02,0.27
2854,Superman Returns,X360,2006,Action,Electronic Arts,0.23,0.02,0,0.02,0.27
2855,The Dog Island,PS2,2007,Adventure,Ubisoft,0.13,0.1,0,0.03,0.27
2856,Major League Baseball 2K9,Wii,2009,Sports,Take-Two Interactive,0.25,0,0,0.02,0.27
2857,Rory McIlroy PGA Tour,XOne,2015,Action,Electronic Arts,0.15,0.09,0,0.02,0.27
2858,Summer Sports 2: Island Sports Party,Wii,2008,Sports,Ubisoft,0.24,0,0,0.02,0.27
2859,Imagine: Fashion Party,Wii,2009,Simulation,Ubisoft,0.25,0,0,0.02,0.27
2860,And1 Streetball,PS2,2006,Action,Ubisoft,0.13,0.1,0,0.03,0.27
2861,Don King Boxing,Wii,2009,Sports,Take-Two Interactive,0.14,0.1,0,0.03,0.27
2862,Angry Birds Trilogy,X360,2012,Action,Activision,0.18,0.06,0,0.02,0.27
2863,ESPN NBA Basketball,XB,2003,Sports,Sega,0.2,0.06,0,0.01,0.27
2864,All-Pro Football 2K8,X360,2007,Sports,Take-Two Interactive,0.24,0,0,0.02,0.26
2865,The Crew,X360,2014,Racing,Ubisoft,0.06,0.18,0,0.02,0.26
2866,Rayman DS,DS,2005,Platform,Ubisoft,0.21,0.04,0,0.02,0.26
2867,The House of the Dead 2,DC,1998,Shooter,Sega,0,0,0.26,0,0.26
2868,Create,Wii,2010,Action,Electronic Arts,0.22,0.03,0,0.02,0.26
2869,Littlest Pet Shop: Friends,Wii,2009,Simulation,Electronic Arts,0.22,0.02,0,0.02,0.26
2870,Rune: Viking Warlord,PS2,2001,Action,Take-Two Interactive,0.13,0.1,0,0.03,0.26
2871,Panzer Dragoon Orta,XB,2002,Shooter,Sega,0.16,0.05,0.04,0.01,0.26
2872,Petz: Horsez 2,PS2,2007,Simulation,Ubisoft,0.13,0.1,0,0.03,0.26
2873,NPPL: Championship Paintball 2009,PS2,2008,Shooter,Activision,0.13,0.1,0,0.03,0.26
2874,Skylanders: SuperChargers,Wii,2015,Action,Activision,0.05,0.19,0,0.02,0.26
2875,Virtua Racing,GEN,1994,Racing,Sega,0,0,0.26,0,0.26
2876,DS Bungaku Zenshuu,DS,2007,Misc,Nintendo,0,0,0.26,0,0.26
2877,Ford Racing 3,PS2,2004,Racing,Take-Two Interactive,0.13,0.1,0,0.03,0.26
2878,Michael Jackson: The Experience,DS,2010,Misc,Ubisoft,0.22,0.03,0,0.02,0.26
2879,Phantasy Star Universe: Ambition of the Illuminus,PS2,2007,Role-Playing,Sega,0.1,0.08,0.05,0.03,0.26
2880,Inazuma Eleven Strikers,Wii,2011,Role-Playing,Nintendo,0,0.01,0.25,0,0.26
2881,Final Fantasy V Advance,GBA,2006,Role-Playing,Nintendo,0,0,0.26,0.01,0.26
2882,Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0,0.26
2883,Lumines: Electronic Symphony,PSV,2012,Misc,Ubisoft,0.11,0.1,0.01,0.05,0.26
2884,Star Trek: Invasion,PS,2000,Simulation,Activision,0.15,0.1,0,0.02,0.26
2885,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0,0.03,0.26
2886,Racquet Sports,Wii,2010,Sports,Ubisoft,0.14,0.09,0,0.02,0.26
2887,The Elder Scrolls IV: Oblivion,PC,2006,Role-Playing,Take-Two Interactive,0.01,0.2,0,0.05,0.26
2888,Madden NFL 2005,DS,2004,Sports,Electronic Arts,0.24,0,0,0.02,0.26
2889,Skylanders: Trap Team,3DS,2014,Action,Activision,0.14,0.1,0,0.02,0.26
2890,Indiana Jones and the Staff of Kings,DS,2009,Action,Activision,0.17,0.07,0,0.02,0.26
2891,Hatsune Miku: Project Diva,PSP,2009,Misc,Sega,0,0,0.26,0,0.26
2892,Nightmare Creatures,N64,1996,Action,Activision,0.21,0.05,0,0,0.26
2893,NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03,0.26
2894,Yakuza: Ishin,PS3,2014,Action,Sega,0,0,0.26,0,0.26
2895,Indiana Jones and the Staff of Kings,PSP,2009,Action,Activision,0.11,0.1,0,0.06,0.26
2896,Tony Hawk: Shred,X360,2010,Sports,Activision,0.17,0.07,0,0.02,0.26
2897,Batman: Vengeance,GC,2001,Adventure,Ubisoft,0.2,0.05,0,0.01,0.26
2898,The Amazing Spider-Man 2 (2014),X360,2014,Action,Activision,0.1,0.14,0,0.02,0.26
2899,Tiger Woods PGA Tour 10,PS2,2009,Sports,Electronic Arts,0.12,0.01,0,0.13,0.26
2900,Tom Clancy's Splinter Cell: Double Agent,PS3,2007,Action,Ubisoft,0.2,0.03,0,0.03,0.26
2901,Monsters vs. Aliens,Wii,2009,Action,Activision,0.14,0.09,0,0.03,0.26
2902,Polarium,DS,2004,Puzzle,Nintendo,0.13,0.01,0.11,0.01,0.26
2903,Classic NES Series: Bomberman,GBA,2004,Action,Nintendo,0.1,0.04,0.11,0.01,0.26
2904,Peter Jackson's King Kong: The Official Game of the Movie,X360,2005,Action,Ubisoft,0.2,0.03,0,0.02,0.26
2905,Army of Two: The Devil's Cartel,X360,2013,Shooter,Electronic Arts,0.16,0.07,0,0.02,0.26
2906,Oddworld: Stranger's Wrath,XB,2005,Adventure,Electronic Arts,0.19,0.06,0,0.01,0.26
2907,Sega Rally Revo,PSP,2007,Racing,Sega,0.03,0.15,0,0.08,0.26
2908,J-League Pro Soccer Club wo Tsukurou!,SAT,1996,Sports,Sega,0,0,0.26,0,0.26
2909,Petz: Crazy Monkeyz,Wii,2008,Simulation,Ubisoft,0.23,0,0,0.02,0.26
2910,Lemony Snicket's A Series of Unfortunate Events,GC,2004,Platform,Activision,0.2,0.05,0,0.01,0.26
2911,Bionicle: Matoran Adventures,GBA,2002,Platform,Electronic Arts,0.18,0.07,0,0,0.26
2912,Fire Emblem: Thracia 776,SNES,1999,Strategy,Nintendo,0,0,0.26,0,0.26
2913,NASCAR 09,PS3,2008,Racing,Electronic Arts,0.22,0.01,0,0.02,0.26
2914,Mario & Sonic at the Rio 2016 Olympic Games,WiiU,2016,Action,Nintendo,0.03,0.11,0.1,0.01,0.26
2915,The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0,0,0.02,0.26
2916,Silent Hunter 5: Battle of the Atlantic,PC,2010,Simulation,Ubisoft,0,0.21,0,0.05,0.26
2917,MTX Mototrax,PS2,2004,Racing,Activision,0.13,0.1,0,0.03,0.26
2918,NHL Rock the Rink,PS,1999,Sports,Electronic Arts,0.14,0.1,0,0.02,0.26
2919,Metroid Prime Pinball,DS,2005,Misc,Nintendo,0.21,0,0.02,0.02,0.26
2920,Nickelodeon Dance,Wii,2011,Misc,Take-Two Interactive,0.23,0.01,0,0.02,0.26
2921,MVP Baseball 2004,GC,2004,Sports,Electronic Arts,0.2,0.05,0,0.01,0.26
2922,Super Street Fighter II: Turbo Revival,GBA,2001,Fighting,Ubisoft,0.18,0.07,0,0,0.25
2923,NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03,0.25
2924,Imagine: Ballet Star,DS,2008,Simulation,Ubisoft,0.23,0.01,0,0.02,0.25
2925,Percy Jackson and the Olympians: The Lightning Thief,DS,2010,Role-Playing,Activision,0.22,0.01,0,0.02,0.25
2926,NASCAR 09,X360,2008,Racing,Electronic Arts,0.23,0,0,0.02,0.25
2927,Surfing H3O,PS2,2000,Sports,Take-Two Interactive,0.12,0.1,0,0.03,0.25
2928,Zoo Resort 3D,3DS,2011,Simulation,Ubisoft,0.11,0.09,0.03,0.02,0.25
2929,World Series of Poker,XB,2005,Misc,Activision,0.19,0.05,0,0.01,0.25
2930,Hatsune Miku: Project Diva F 2nd,PS3,2014,Misc,Sega,0.09,0.04,0.1,0.03,0.25
2931,Triple Play 2002,XB,2002,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
2932,Scrabble,DS,2009,Misc,Ubisoft,0.21,0.02,0,0.03,0.25
2933,K-ON! Houkago Live!!,PSP,2010,Misc,Sega,0,0,0.25,0,0.25
2934,Scrabble,PS,1999,Misc,Ubisoft,0.14,0.1,0,0.02,0.25
2935,Tony Hawk's Proving Ground,Wii,2007,Sports,Activision,0.22,0.01,0,0.02,0.25
2936,Family Guy: Back to the Multiverse,X360,2012,Action,Activision,0.14,0.09,0,0.02,0.25
2937,Madagascar: Escape 2 Africa,X360,2008,Action,Activision,0.12,0.1,0,0.03,0.25
2938,NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02,0.25
2939,Just Dance Kids 2,PS3,2011,Misc,Ubisoft,0.1,0.1,0,0.04,0.25
2940,FIFA 14,3DS,2013,Sports,Electronic Arts,0,0.23,0,0.03,0.25
2941,Bomberman Tournament,GBA,2001,Puzzle,Activision,0.1,0.04,0.1,0.01,0.25
2942,Medal of Honor European Assault,GC,2005,Shooter,Electronic Arts,0.19,0.05,0,0.01,0.25
2943,Spider-Man: Web of Shadows,Wii,2008,Action,Activision,0.22,0.01,0,0.02,0.25
2944,Billy Hatcher and the Giant Egg,GC,2003,Platform,Sega,0.19,0.05,0,0.01,0.25
2945,Spider-Man: Edge of Time,X360,2011,Action,Activision,0.18,0.05,0,0.02,0.25
2946,UEFA Euro 2008 Austria-Switzerland,PSP,2008,Sports,Electronic Arts,0.06,0.13,0,0.06,0.25
2947,NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01,0.25
2948,Ultimate Fighting Championship,PS,2000,Fighting,Ubisoft,0.14,0.09,0,0.02,0.25
2949,XIII,XB,2003,Shooter,Ubisoft,0.16,0.08,0,0.01,0.25
2950,Don King Presents: Prizefighter,X360,2008,Sports,Take-Two Interactive,0.14,0.08,0,0.02,0.25
2951,Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0,0,0.25
2952,F1 Pole Position 64,N64,1997,Racing,Ubisoft,0.11,0.13,0,0.01,0.25
2953,NBA Courtside 2 featuring Kobe Bryant,N64,1999,Sports,Nintendo,0.2,0.05,0,0,0.25
2954,Def Jam Vendetta,GC,2003,Fighting,Electronic Arts,0.19,0.05,0,0.01,0.25
2955,The Sims 2,XB,2005,Simulation,Electronic Arts,0.19,0.05,0,0.01,0.25
2956,World Series Baseball 2K3,PS2,2003,Sports,Sega,0.12,0.1,0,0.03,0.25
2957,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0,0.01,0.24,0,0.25
2958,Pro Yakyuu Team o Tsukurou!,SAT,1998,Sports,Sega,0,0,0.25,0,0.25
2959,L.A. Noire: The Complete Edition,PC,2011,Adventure,Take-Two Interactive,0.08,0.13,0,0.04,0.25
2960,Marvel: Ultimate Alliance 2,PSP,2009,Role-Playing,Activision,0.17,0.04,0,0.04,0.25
2961,Far Cry Instincts Predator,X360,2006,Shooter,Ubisoft,0.2,0.03,0,0.02,0.25
2962,X-Men: Destiny,PS3,2011,Action,Activision,0.14,0.08,0,0.03,0.25
2963,X-Men Origins: Wolverine,Wii,2009,Action,Activision,0.19,0.04,0,0.02,0.25
2964,Yakuza Zero: The Place of Oath,PS3,2015,Action,Sega,0,0,0.25,0,0.25
2965,Prince of Persia: The Forgotten Sands,Wii,2010,Action,Ubisoft,0.11,0.11,0,0.02,0.25
2966,Imagine: Zookeeper,DS,2009,Simulation,Ubisoft,0.16,0.06,0,0.02,0.25
2967,America's Army: Rise of a Soldier,XB,2005,Shooter,Ubisoft,0.19,0.05,0,0.01,0.25
2968,Grandia,PS,1999,Role-Playing,Ubisoft,0.14,0.09,0,0.02,0.25
2969,F1 2000,PS,2000,Racing,Electronic Arts,0.14,0.09,0,0.02,0.25
2970,Littlest Pet Shop: Country Friends,DS,2009,Simulation,Electronic Arts,0.23,0,0,0.02,0.25
2971,Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,2006,Adventure,Ubisoft,0.12,0.09,0,0.03,0.25
2972,Dreamworks Madagascar Kartz,X360,2009,Racing,Activision,0.14,0.09,0,0.02,0.25
2973,Harry Potter and the Order of the Phoenix,PS3,2007,Action,Electronic Arts,0.18,0.04,0,0.03,0.25
2974,Anno 2205,PC,2015,Strategy,Ubisoft,0.02,0.22,0,0.01,0.25
